,Date,Product,Brand,Category,Quantity,Unit Price,Shipping Charges,Total Price,Billing Address,Seller Address,Shipping Address,Gender,Age,Mode,Prime,City Tiers (Customer),City Tiers (Seller),Weekday,Month
84,2022-12-10,Shampoo,Loreal Paris,Personal Hygiene,1.0,167.0,34.0,238.0,bangalore,bangalore,bangalore,M,24,UPI,No,1,1,Saturday,December
85,2022-12-10,Hand Wash,Santoor,Personal Hygiene,1.0,83.0,0.0,99.0,bangalore,bangalore,bangalore,M,24,UPI,No,1,1,Saturday,December
86,2022-05-31,Headphones,Boat,Electronics,1.0,1439.0,0.0,1699.0,bangalore,bangalore,bangalore,M,24,UPI,No,1,1,Tuesday,May
87,2022-10-21,Earphones,Boat,Electronics,1.0,930.0,0.0,1098.0,bangalore,bangalore,bangalore,M,24,UPI,No,1,1,Friday,October
88,2021-11-22,Pillow,JDX,Home and Decor,1.0,368.0,34.0,426.0,neyveli,neyveli,neyveli,M,24,UPI,No,3,3,Monday,November
89,2021-11-22,LED Bulb,Syska,Home and Decor,1.0,389.0,36.0,436.0,neyveli,neyveli,neyveli,M,24,UPI,No,3,3,Monday,November
90,2021-09-21,Solid State Electronic Devices,Kingston,Electronics,1.0,2253.0,0.0,2659.0,neyveli,neyveli,neyveli,M,24,UPI,No,3,3,Tuesday,September
91,2021-09-16,Notebook,Papergrid,Stationeries,1.0,321.0,0.0,360.0,neyveli,neyveli,neyveli,M,24,UPI,No,3,3,Thursday,September
92,2021-11-09,Suitcase,Safari,Stationeries,1.0,1905.0,0.0,2249.0,noida,noida,noida,M,24,UPI,No,2,2,Tuesday,November
93,2021-08-30,Office Chair,Cellbell,Home and Decor,1.0,3304.0,0.0,3699.0,neyveli,neyveli,neyveli,M,24,UPI,No,3,3,Monday,August
94,2021-08-14,Helmet,Vega,Others,1.0,1004.0,0.0,1185.0,neyveli,neyveli,neyveli,M,24,UPI,No,3,3,Saturday,August
95,2021-01-22,Fiberpoint Pen,Rorito,Stationeries,1.0,68.0,53.0,136.0,banswara,banswara,banswara,M,24,UPI,No,3,3,Friday,January
96,2020-11-24,Theory of Machines,Pearson,Stationeries,1.0,395.0,0.0,395.0,banswara,banswara,banswara,M,24,UPI,No,3,3,Tuesday,November
97,2020-06-11,Bluetooth Headphones,Boat,Electronics,1.0,2990.0,0.0,2990.0,banswara,banswara,banswara,M,24,UPI,No,3,3,Thursday,June
98,2020-10-31,Beard Trimmer,Xiaomi,Electronics,1.0,1100.0,0.0,1299.0,banswara,banswara,banswara,M,24,UPI,No,3,3,Saturday,October
99,2021-02-22, Electric Guitar ,Kadence,Electronics,1.0,1694.06,33.9,1999.0,bangalore,bangalore,bangalore,F,22,Cash,No,1,1,Monday,February
100,2021-05-06, Arduino Microcontroller Board ,Generic,Electronics,1.0,523.72,37.28,662.0,bangalore,bangalore,bangalore,F,22,Cash,No,1,1,Thursday,May
101,2021-06-20,All.new Echo Dot (4th Gen) with clock ,Amazon,Electronics,1.0,4236.44,33.9,4999.0,bangalore,bangalore,bangalore,F,22,Cash,No,1,1,Sunday,June
102,2021-11-07,Glue Gun ,Aptech deals,Home and Decor,1.0,264.4,33.9,312.0,bangalore,bangalore,bangalore,F,22,Cash,No,1,1,Sunday,November
103,2021-11-07,"Love Beauty & Planet Natural Coconut Water & Mimosa
Volumizing Conditioner",Love beauty and Planet,Personal Hygiene,1.0,396.62,33.9,468.0,bangalore,bangalore,bangalore,F,22,Cash,No,1,1,Sunday,November
104,2021-10-17, New York Hypercurl Mascara ,Maybelline,Clothing and Fashion,1.0,227.12,33.9,258.0,bangalore,bangalore,bangalore,F,22,Cash,No,1,1,Sunday,October
105,2021-10-17, New York Fit Me 12Hr Oil Control Compact,Maybelline,Clothing and Fashion,1.0,134.75,33.9,159.0,bangalore,bangalore,bangalore,F,22,Cash,No,1,1,Sunday,October
106,2021-10-17,Eyeconic Kajal,Lakme,Clothing and Fashion,1.0,139.83,0.0,165.0,bangalore,bangalore,bangalore,F,22,Cash,No,1,1,Sunday,October
107,2022-08-02,White Pebbles ,Articonic,Home and Decor,1.0,665.71,38.1,699.0,bangalore,bangalore,bangalore,F,22,Cash,No,1,1,Tuesday,August
108,2022-04-03,The Monk Who Sold His Ferrari ,Jaico Publishing House,Stationeries,1.0,150.0,40.0,190.0,bangalore,bangalore,bangalore,F,22,Cash,No,1,1,Sunday,April
109,2021-03-20, Silver Ring,Clara,Clothing and Fashion,1.0,1843.69,38.83,1899.0,bangalore,bangalore,bangalore,M,22,Cash,Yes,1,1,Saturday,March
110,2021-03-21, Watch,Timex,Clothing and Fashion,1.0,2207.63,0.0,2207.63,bangalore,bangalore,bangalore,M,22,Cash,Yes,1,1,Sunday,March
111,2021-05-22, Gamepad,Redgear,Electronics,1.0,804.24,0.0,899.0,bangalore,bangalore,bangalore,M,22,Cash,Yes,1,1,Saturday,May
112,2021-08-08,Flip.Flop,Puma,Clothing and Fashion,1.0,357.14,0.0,375.0,bangalore,bangalore,bangalore,M,22,Cash,Yes,1,1,Sunday,August
113,2021-08-08,Aloe Fresh Soap,Santoor,Personal Hygiene,1.0,112.71,0.0,133.0,bangalore,bangalore,bangalore,M,22,Cash,Yes,1,1,Sunday,August
114,2021-12-10,Helmet,Habsolite,Clothing and Fashion,1.0,164.41,0.0,194.0,bangalore,bangalore,bangalore,M,22,Cash,Yes,1,1,Friday,December
115,2022-11-03,Aluminium Laptop Stand,Smashtronics,Electronics,1.0,475.24,0.0,499.0,bangalore,bangalore,bangalore,M,22,Cash,Yes,1,1,Thursday,November
116,2022-11-03,Sliders ,Red Tape,Clothing and Fashion,1.0,619.04,0.0,650.0,bangalore,bangalore,bangalore,M,22,Cash,Yes,1,1,Thursday,November
117,2022-04-25," Blue Leather Men's Wallet & Belt Combo Set
",Wildhorn,Stationeries,1.0,846.61,0.0,999.0,bangalore,bangalore,bangalore,M,22,Cash,Yes,1,1,Monday,April
118,2022-05-18,"  Kurta
",Veera Paridhaan,Clothing and Fashion,1.0,856.2,0.0,899.0,bangalore,bangalore,bangalore,M,22,Cash,Yes,1,1,Wednesday,May
119,2022-05-19,Sweat Pads ,Sirona,Personal Hygiene,1.0,139.0,0.0,139.0,bangalore,bangalore,bangalore,M,22,Cash,Yes,1,1,Thursday,May
120,2022-01-08, Jewellery Organiser ,Wolpin,Stationeries,1.0,422.88,0.0,499.0,bangalore,bangalore,bangalore,M,22,Cash,Yes,1,1,Saturday,January
121,2022-01-08, Facial Wash,Simple,Personal Hygiene,1.0,277.97,0.0,328.0,bangalore,bangalore,bangalore,M,22,Cash,Yes,1,1,Saturday,January
122,2022-08-08, Bag,Gear,Stationeries,1.0,829.66,0.0,979.0,bangalore,bangalore,bangalore,M,22,Cash,Yes,1,1,Monday,August
123,2021-12-17,Konnect cable,Portronics,Electronics,1.0,126.28,0.0,149.0,bangalore,bangalore,bangalore,M,22,Gift Card,Yes,1,1,Friday,December
124,2021-12-14, phone case,Spigen,Electronics,1.0,1367.8,0.0,1614.0,bangalore,bangalore,bangalore,M,22,Cash,Yes,1,1,Tuesday,December
125,2021-12-13, masks,Deejet,Personal Hygiene,1.0,208.57,0.0,199.0,bangalore,bangalore,bangalore,M,22,Cash,Yes,1,1,Monday,December
126,2021-12-11, kurti,Shirtwalas,Clothing and Fashion,1.0,713.33,0.0,749.0,bangalore,bangalore,bangalore,M,22,Debit Card,Yes,1,1,Saturday,December
127,2021-12-11,maxi gown,PK Kurties,Clothing and Fashion,1.0,618.1,0.0,649.0,bangalore,bangalore,bangalore,M,22,Debit Card,Yes,1,1,Saturday,December
128,2021-10-31,Type C cable,Popio,Electronics,1.0,338.14,0.0,321.19,bangalore,bangalore,bangalore,M,22,Cash,Yes,1,1,Sunday,October
129,2021-10-17,Jogger Regular Pants,Reebok,Clothing and Fashion,1.0,739.04,0.0,776.0,bangalore,bangalore,bangalore,M,22,Debit Card,Yes,1,1,Sunday,October
130,2021-05-10, womens Sandal ,Skechers,Clothing and Fashion,1.0,4760.96,0.0,3499.3,bangalore,bangalore,bangalore,M,22,Cash,Yes,1,1,Monday,May
131,2021-07-08,All.new Fire TV Stick Lite,Amazon,Electronics,1.0,1948.31,0.0,2099.0,bangalore,bangalore,bangalore,M,22,Cash,Yes,1,1,Thursday,July
132,2021-07-20, Bulb,Syska,Eletrical Equipment,1.0,579.46,0.0,649.0,bangalore,bangalore,bangalore,M,22,Cash,Yes,1,1,Tuesday,July
133,2021-05-16,Garbage Bags ,Sjeware,Home and Decor,1.0,46.61,0.0,55.0,bangalore,bangalore,bangalore,M,22,Cash,Yes,1,1,Sunday,May
134,2021-04-05," Ice Cream Scoop
Set",Kuber Industries,Home and Decor,1.0,204.46,0.0,229.0,bangalore,bangalore,bangalore,M,22,Cash,Yes,1,1,Monday,April
135,2021-03-31,Flip Flop,UCB,Clothing and Fashion,1.0,308.58,0.0,324.0,bangalore,bangalore,bangalore,M,22,Cash,Yes,1,1,Wednesday,March
136,2021-03-30, mask,EUMU,Personal Hygiene,1.0,180.0,0.0,189.0,bangalore,bangalore,bangalore,M,22,Cash,Yes,1,1,Tuesday,March
137,2021-03-28,Just Herbs Ayurvedic Glow Boosting Bundle ,Just Herbs,Personal Hygiene,1.0,2563.56,0.0,3025.0,bangalore,bangalore,bangalore,M,22,Cash,Yes,1,1,Sunday,March
138,2021-03-28,Forest Essentials Kit for Him,Forest,Personal Hygiene,1.0,1266.94,0.0,1495.0,bangalore,bangalore,bangalore,M,22,Cash,Yes,1,1,Sunday,March
139,2021-03-28,Forest Essentials Tinted Lip Serum ,Forest,Personal Hygiene,1.0,1097.46,0.0,1295.0,bangalore,bangalore,bangalore,M,22,Cash,Yes,1,1,Sunday,March
140,2021-03-27,"Hair Henna + Indigo,Organic hair color combo",Hennaveda,Personal Hygiene,1.0,355.93,0.0,420.0,bangalore,bangalore,bangalore,M,22,Cash,Yes,1,1,Saturday,March
141,2021-03-16,Men Sandals ,Puma,Clothing and Fashion,1.0,713.34,0.0,749.0,bangalore,bangalore,bangalore,M,22,Cash,Yes,1,1,Tuesday,March
142,2021-03-03,"2 in 1 Travel Set Combo: Travel Grey and Blue Neck
Pillow ",Trajectory,Others,1.0,539.84,0.0,637.0,bangalore,bangalore,bangalore,M,22,Cash,Yes,1,1,Wednesday,March
143,2020-01-06, Detergent Powder,Rin,Home and Decor,2.0,411.02,0.0,970.0,bangalore,bangalore,bangalore,F,23,Cash,Yes,1,1,Monday,January
144,2020-01-06, Glass and Household Cleaner ,Collin,Home and Decor,1.0,113.56,0.0,134.0,bangalore,bangalore,bangalore,F,23,Cash,Yes,1,1,Monday,January
145,2022-02-04,Cockroach Killer ,marcoz,Home and Decor,1.0,211.86,0.0,250.0,mangalore,mangalore,mangalore,F,23,Cash,Yes,2,2,Friday,February
146,2022-02-09,Sealing Clip,Ikea,Home and Decor,1.0,203.39,0.0,240.0,chennai,chennai,chennai,F,23,Cash,Yes,1,1,Wednesday,February
147,2022-02-09,"Large Ceramic Serving Bowl
",MR.HOMEZ,Home and Decor,1.0,1249.11,0.0,1399.0,chennai,chennai,chennai,F,23,Cash,Yes,1,1,Wednesday,February
148,2020-03-11,Laptop,Lenovo,Electronics,1.0,68635.6,33.9,80990.0,mangalore,mangalore,mangalore,F,23,UPI,Yes,2,2,Wednesday,March
149,2022-05-04,mask,Cenwell,Home and Decor,1.0,284.76,0.0,299.0,mangalore,mangalore,mangalore,F,23,Cash,Yes,2,2,Wednesday,May
150,2020-05-07, Wireless Headphone,Infinity(JBL),Electronics,1.0,1439.83,33.9,1699.0,mangalore,mangalore,mangalore,F,23,Cash,Yes,2,2,Thursday,May
151,2021-10-12,DO EPIC SHIT (Author Hand Signed Copies) ,Juggernaut Publication,Stationeries,1.0,350.0,0.0,350.0,bangalore,bangalore,bangalore,F,23,Cash,Yes,1,1,Tuesday,October
152,2022-11-04, sanitary pads,Whisper,Personal Hygiene,1.0,198.0,0.0,198.0,mangalore,mangalore,mangalore,F,23,Cash,Yes,2,2,Friday,November
153,2021-11-08,Atomic Habits: The life.changing million copy bestseller ,PENGUIN UK,Stationeries,1.0,530.0,0.0,530.0,bangalore,bangalore,bangalore,F,23,Cash,Yes,1,1,Monday,November
154,2021-11-08,"Rich Dad Poor Dad: What the Rich Teach Their Kids About Money
That the Poor and Middle Class Do Not!",.,Stationeries,1.0,317.0,40.0,357.0,bangalore,bangalore,bangalore,F,23,Cash,Yes,1,1,Monday,November
155,2021-12-12,Accu.Chek Active Strips,Accu.Chek,Home and Decor,1.0,782.2,33.9,923.0,mangalore,mangalore,mangalore,F,23,Gift Card,Yes,2,2,Sunday,December
156,2022-01-17, Accessory Cock,Yonex,Sports and Fitness,1.0,334.82,35.72,415.0,mangalore,mangalore,mangalore,F,23,Gift Card,Yes,2,2,Monday,January
157,2022-02-17,phone case,Inktree®,Electronics,1.0,143.22,0.0,152.0,mangalore,mangalore,mangalore,F,23,Gift Card,Yes,2,2,Thursday,February
158,2022-08-19,Multipurpose Foldable Laptop Table with Cup Holder ,Callas,Electronics,1.0,592.37,0.0,699.0,chennai,chennai,chennai,F,23,Cash,Yes,1,1,Friday,August
159,2022-07-20, slipper,PARAGON,Clothing and Fashion,1.0,231.24,0.0,259.0,mangalore,mangalore,mangalore,F,23,Debit Card,Yes,2,2,Wednesday,July
160,2022-08-21,trolley bag,Safari,Stationeries,1.0,9321.19,0.0,10999.0,navi mumbai,navi mumbai,navi mumbai,F,23,Debit Card,Yes,1,1,Sunday,August
161,2022-02-21,Women's Embroidered Top,.,Clothing and Fashion,1.0,379.05,0.0,398.0,mangalore,mangalore,mangalore,F,23,Gift Card,Yes,2,2,Monday,February
162,2022-02-23,Microfiber Bath Mat,Status,Home and Decor,1.0,338.39,0.0,379.0,mangalore,mangalore,mangalore,F,23,Gift Card,Yes,2,2,Wednesday,February
